Date,Open,High,Low,Close,Volume
31/01/2023,"13,460 VND","13,813 VND","13,178 VND","13,813 VND","12,738,800"
01/02/2023,"13,860 VND","13,860 VND","13,155 VND","13,249 VND","15,829,000"
02/02/2023,"13,249 VND","13,343 VND","12,967 VND","13,155 VND","9,430,400"
03/02/2023,"13,202 VND","13,249 VND","12,732 VND","12,732 VND","15,846,000"
06/02/2023,"12,732 VND","13,155 VND","12,709 VND","13,131 VND","12,806,600"
07/02/2023,"13,131 VND","13,178 VND","12,873 VND","12,873 VND","13,076,800"
08/02/2023,"12,920 VND","13,131 VND","12,873 VND","13,084 VND","17,218,000"
09/02/2023,"13,014 VND","13,084 VND","12,826 VND","12,826 VND","7,564,600"
10/02/2023,"12,850 VND","12,920 VND","12,638 VND","12,662 VND","9,058,000"
13/02/2023,"12,615 VND","12,638 VND","12,380 VND","12,497 VND","8,082,400"
14/02/2023,"12,450 VND","12,873 VND","12,450 VND","12,615 VND","6,559,600"
15/02/2023,"12,615 VND","12,967 VND","12,497 VND","12,873 VND","5,266,000"
16/02/2023,"12,967 VND","13,108 VND","12,779 VND","13,108 VND","4,665,400"
17/02/2023,"13,037 VND","13,061 VND","12,920 VND","13,061 VND","5,626,600"
20/02/2023,"13,037 VND","13,437 VND","13,014 VND","13,437 VND","11,999,800"
21/02/2023,"13,437 VND","13,601 VND","13,319 VND","13,343 VND","14,241,800"
22/02/2023,"13,178 VND","13,225 VND","12,920 VND","12,920 VND","38,130,000"
23/02/2023,"12,920 VND","13,131 VND","12,685 VND","13,131 VND","11,830,800"
24/02/2023,"13,131 VND","13,131 VND","12,756 VND","12,803 VND","11,542,600"
27/02/2023,"12,779 VND","12,779 VND","12,497 VND","12,685 VND","13,904,000"
28/02/2023,"12,685 VND","12,779 VND","12,450 VND","12,450 VND","7,158,200"
01/03/2023,"12,309 VND","12,850 VND","12,239 VND","12,826 VND","4,408,400"
02/03/2023,"12,944 VND","12,967 VND","12,685 VND","12,779 VND","3,519,800"
03/03/2023,"12,779 VND","12,850 VND","12,474 VND","12,591 VND","8,150,800"
06/03/2023,"12,685 VND","12,897 VND","12,544 VND","12,779 VND","14,267,800"
07/03/2023,"12,779 VND","12,920 VND","12,709 VND","12,732 VND","4,788,600"
08/03/2023,"12,638 VND","12,873 VND","12,591 VND","12,826 VND","5,330,600"
09/03/2023,"12,920 VND","13,084 VND","12,779 VND","13,061 VND","9,631,400"
10/03/2023,"12,920 VND","12,967 VND","12,685 VND","12,756 VND","4,259,600"
13/03/2023,"12,474 VND","12,662 VND","12,474 VND","12,568 VND","88,693,800"
14/03/2023,"12,521 VND","12,568 VND","12,356 VND","12,356 VND","8,083,000"
15/03/2023,"12,591 VND","12,873 VND","12,591 VND","12,779 VND","9,535,600"
16/03/2023,"12,638 VND","12,662 VND","12,380 VND","12,568 VND","16,461,200"
17/03/2023,"12,591 VND","12,732 VND","12,497 VND","12,521 VND","8,129,600"
20/03/2023,"12,450 VND","12,497 VND","12,333 VND","12,333 VND","28,709,600"
21/03/2023,"12,450 VND","12,497 VND","12,262 VND","12,380 VND","13,403,600"
22/03/2023,"12,427 VND","12,497 VND","12,309 VND","12,309 VND","19,895,200"
23/03/2023,"12,309 VND","12,380 VND","12,145 VND","12,309 VND","7,038,000"
24/03/2023,"12,403 VND","12,544 VND","12,356 VND","12,427 VND","10,771,680"
27/03/2023,"12,427 VND","12,544 VND","12,380 VND","12,450 VND","4,260,200"
28/03/2023,"12,544 VND","13,014 VND","12,544 VND","12,944 VND","19,240,000"
29/03/2023,"12,944 VND","13,296 VND","12,920 VND","13,155 VND","13,254,800"
30/03/2023,"13,319 VND","13,390 VND","13,014 VND","13,014 VND","10,726,666"
31/03/2023,"13,061 VND","13,343 VND","13,061 VND","13,319 VND","22,740,600"
03/04/2023,"13,625 VND","13,789 VND","13,484 VND","13,766 VND","31,328,400"
04/04/2023,"13,766 VND","13,860 VND","13,648 VND","13,860 VND","21,013,600"
05/04/2023,"13,813 VND","13,907 VND","13,719 VND","13,860 VND","10,059,600"
06/04/2023,"13,789 VND","14,189 VND","13,789 VND","13,907 VND","16,212,800"
07/04/2023,"13,930 VND","13,954 VND","13,813 VND","13,883 VND","10,318,400"
10/04/2023,"13,930 VND","14,470 VND","13,907 VND","14,189 VND","23,418,200"
11/04/2023,"14,189 VND","14,283 VND","13,907 VND","14,283 VND","14,688,200"
12/04/2023,"14,282 VND","14,541 VND","14,142 VND","14,423 VND","10,902,400"
13/04/2023,"14,376 VND","14,541 VND","14,189 VND","14,189 VND","8,313,600"
14/04/2023,"14,189 VND","14,282 VND","13,578 VND","13,578 VND","21,550,000"
17/04/2023,"13,625 VND","13,836 VND","13,507 VND","13,836 VND","14,225,000"
18/04/2023,"13,813 VND","13,813 VND","13,578 VND","13,695 VND","9,231,000"
19/04/2023,"13,719 VND","13,813 VND","13,625 VND","13,625 VND","12,756,200"
20/04/2023,"13,578 VND","13,625 VND","13,413 VND","13,554 VND","15,461,400"
21/04/2023,"13,625 VND","13,625 VND","13,484 VND","13,484 VND","7,359,600"
24/04/2023,"13,484 VND","13,977 VND","13,460 VND","13,860 VND","7,297,400"
25/04/2023,"13,930 VND","14,024 VND","13,625 VND","13,625 VND","12,091,000"
26/04/2023,"13,719 VND","14,095 VND","13,554 VND","14,095 VND","14,451,200"
27/04/2023,"14,189 VND","14,189 VND","14,024 VND","14,048 VND","5,494,400"
28/04/2023,"14,071 VND","14,071 VND","13,860 VND","13,860 VND","9,766,800"
04/05/2023,"13,860 VND","13,860 VND","13,578 VND","13,648 VND","6,942,400"
05/05/2023,"13,648 VND","13,719 VND","13,366 VND","13,484 VND","11,305,200"
08/05/2023,"13,578 VND","13,813 VND","13,484 VND","13,813 VND","12,556,600"
09/05/2023,"13,836 VND","13,860 VND","13,648 VND","13,766 VND","5,554,402"
10/05/2023,"13,789 VND","13,813 VND","13,672 VND","13,766 VND","11,868,800"
11/05/2023,"13,860 VND","13,860 VND","13,672 VND","13,672 VND","5,505,200"
12/05/2023,"13,672 VND","13,766 VND","13,625 VND","13,766 VND","6,677,200"
15/05/2023,"13,836 VND","14,165 VND","13,813 VND","14,048 VND","22,911,000"
16/05/2023,"14,142 VND","14,142 VND","13,977 VND","14,001 VND","8,458,000"
17/05/2023,"13,954 VND","14,048 VND","13,742 VND","13,742 VND","17,930,600"
18/05/2023,"13,742 VND","13,954 VND","13,742 VND","13,883 VND","12,257,800"
19/05/2023,"13,883 VND","13,977 VND","13,742 VND","13,930 VND","10,342,068"
22/05/2023,"13,954 VND","14,376 VND","13,954 VND","14,329 VND","21,282,800"
23/05/2023,"14,423 VND","14,423 VND","14,095 VND","14,259 VND","8,614,800"
24/05/2023,"14,282 VND","14,353 VND","13,977 VND","14,001 VND","34,508,400"
25/05/2023,"14,001 VND","14,048 VND","13,907 VND","14,001 VND","5,547,600"
26/05/2023,"14,048 VND","14,071 VND","13,930 VND","14,048 VND","3,895,800"
29/05/2023,"14,095 VND","14,189 VND","14,001 VND","14,189 VND","5,734,802"
30/05/2023,"14,283 VND","14,306 VND","14,095 VND","14,189 VND","16,988,400"
31/05/2023,"14,189 VND","14,236 VND","14,048 VND","14,071 VND","18,658,002"
01/06/2023,"14,095 VND","14,236 VND","13,977 VND","14,236 VND","23,500,600"
02/06/2023,"14,470 VND","15,128 VND","14,423 VND","15,128 VND","42,726,260"
05/06/2023,"15,246 VND","15,410 VND","14,987 VND","14,987 VND","14,278,404"
06/06/2023,"14,987 VND","15,363 VND","14,917 VND","15,363 VND","16,876,000"
07/06/2023,"15,293 VND","15,387 VND","15,128 VND","15,316 VND","17,810,468"
08/06/2023,"15,363 VND","15,387 VND","14,917 VND","14,917 VND","12,727,268"
09/06/2023,"14,940 VND","15,269 VND","14,846 VND","15,222 VND","25,181,860"
12/06/2023,"15,152 VND","15,434 VND","14,987 VND","15,363 VND","11,073,068"
13/06/2023,"15,363 VND","15,457 VND","15,222 VND","15,410 VND","39,556,060"
14/06/2023,"15,504 VND","15,715 VND","15,293 VND","15,316 VND","19,797,068"
15/06/2023,"15,316 VND","15,457 VND","15,222 VND","15,340 VND","8,176,932"
16/06/2023,"15,340 VND","15,715 VND","15,269 VND","15,293 VND","16,566,298"
19/06/2023,"15,293 VND","15,293 VND","15,011 VND","15,081 VND","18,114,932"
20/06/2023,"15,128 VND","15,152 VND","15,011 VND","15,105 VND","11,383,900"
21/06/2023,"15,105 VND","15,269 VND","15,081 VND","15,269 VND","12,131,932"
22/06/2023,"15,457 VND","15,575 VND","15,316 VND","15,316 VND","14,903,898"
23/06/2023,"15,340 VND","15,621 VND","15,293 VND","15,457 VND","15,585,966"
26/06/2023,"15,457 VND","15,645 VND","15,293 VND","15,645 VND","8,592,664"
27/06/2023,"15,645 VND","15,692 VND","15,457 VND","15,481 VND","8,028,170"
28/06/2023,"15,481 VND","15,645 VND","15,387 VND","15,645 VND","9,309,664"
29/06/2023,"15,645 VND","15,692 VND","15,340 VND","15,340 VND","7,824,366"
30/06/2023,"15,340 VND","15,410 VND","15,199 VND","15,199 VND","5,526,498"
03/07/2023,"15,363 VND","15,363 VND","15,034 VND","15,034 VND","8,642,968"
04/07/2023,"15,034 VND","15,081 VND","14,964 VND","15,034 VND","10,763,498"
05/07/2023,"15,105 VND","15,222 VND","15,011 VND","15,011 VND","33,203,920"
06/07/2023,"15,011 VND","15,058 VND","14,658 VND","14,823 VND","13,502,498"
07/07/2023,"14,799 VND","14,940 VND","14,705 VND","14,823 VND","6,838,732"
10/07/2023,"15,034 VND","15,081 VND","14,893 VND","15,034 VND","13,539,102"
11/07/2023,"15,128 VND","15,199 VND","15,011 VND","15,011 VND","11,602,534"
12/07/2023,"14,987 VND","15,034 VND","14,846 VND","14,870 VND","14,160,698"
13/07/2023,"14,893 VND","15,034 VND","14,870 VND","15,011 VND","17,105,332"
14/07/2023,"15,128 VND","15,128 VND","14,893 VND","15,011 VND","9,316,664"
17/07/2023,"15,081 VND","15,081 VND","14,940 VND","14,987 VND","15,043,732"
18/07/2023,"14,987 VND","15,175 VND","14,940 VND","15,175 VND","17,044,144"
19/07/2023,"15,340 VND","15,457 VND","15,152 VND","15,175 VND","14,487,334"
20/07/2023,"15,222 VND","15,222 VND","14,940 VND","14,987 VND","11,344,594"
21/07/2023,"14,964 VND","15,175 VND","14,964 VND","15,175 VND","10,598,868"
24/07/2023,"15,246 VND","15,269 VND","15,105 VND","15,246 VND","17,526,034"
25/07/2023,"15,410 VND","15,880 VND","15,363 VND","15,739 VND","27,006,640"
26/07/2023,"15,739 VND","15,762 VND","15,598 VND","15,715 VND","16,366,776"
27/07/2023,"15,668 VND","15,715 VND","15,363 VND","15,551 VND","16,256,448"
28/07/2023,"15,528 VND","15,880 VND","15,504 VND","15,880 VND","21,122,440"
31/07/2023,"16,021 VND","16,256 VND","15,974 VND","16,115 VND","15,884,148"
01/08/2023,"16,256 VND","16,256 VND","15,974 VND","15,974 VND","19,449,370"
02/08/2023,"15,927 VND","16,021 VND","15,856 VND","15,927 VND","11,143,140"
03/08/2023,"15,974 VND","15,997 VND","15,739 VND","15,739 VND","9,415,210"
04/08/2023,"15,809 VND","16,068 VND","15,715 VND","15,786 VND","26,501,100"
07/08/2023,"16,068 VND","16,185 VND","15,974 VND","16,138 VND","12,435,852"
08/08/2023,"16,162 VND","16,209 VND","15,950 VND","15,974 VND","12,900,912"
09/08/2023,"15,997 VND","16,068 VND","15,880 VND","15,974 VND","10,277,250"
10/08/2023,"15,974 VND","15,997 VND","15,739 VND","15,739 VND","12,552,256"
11/08/2023,"15,762 VND","15,880 VND","15,551 VND","15,809 VND","11,957,422"
14/08/2023,"15,856 VND","15,880 VND","15,715 VND","15,880 VND","10,237,288"
15/08/2023,"15,927 VND","16,162 VND","15,903 VND","15,997 VND","9,305,860"
16/08/2023,"15,974 VND","16,608 VND","15,950 VND","16,585 VND","34,060,220"
17/08/2023,"16,585 VND","16,585 VND","16,303 VND","16,303 VND","16,117,590"
18/08/2023,"16,232 VND","16,232 VND","15,246 VND","15,269 VND","27,139,840"
21/08/2023,"15,269 VND","15,481 VND","15,081 VND","15,387 VND","11,211,844"
22/08/2023,"15,387 VND","15,551 VND","14,987 VND","15,551 VND","38,778,300"
23/08/2023,"15,974 VND","16,068 VND","15,598 VND","15,598 VND","19,202,726"
24/08/2023,"15,739 VND","15,950 VND","15,692 VND","15,880 VND","11,792,136"
25/08/2023,"15,833 VND","15,903 VND","15,692 VND","15,809 VND","10,596,480"
28/08/2023,"15,903 VND","16,021 VND","15,786 VND","15,974 VND","8,167,514"
29/08/2023,"15,974 VND","16,091 VND","15,856 VND","15,927 VND","17,774,624"
30/08/2023,"15,974 VND","16,115 VND","15,927 VND","15,974 VND","8,577,008"
31/08/2023,"16,021 VND","16,209 VND","16,021 VND","16,209 VND","8,243,406"
05/09/2023,"16,350 VND","16,514 VND","16,326 VND","16,444 VND","91,156,160"
06/09/2023,"16,467 VND","16,608 VND","16,373 VND","16,538 VND","15,738,820"
07/09/2023,"16,561 VND","16,984 VND","16,491 VND","16,796 VND","18,464,034"
08/09/2023,"16,843 VND","16,867 VND","16,608 VND","16,608 VND","100,977,300"
11/09/2023,"16,726 VND","16,726 VND","16,185 VND","16,232 VND","23,651,400"
12/09/2023,"16,232 VND","16,585 VND","16,162 VND","16,585 VND","41,126,500"
13/09/2023,"16,632 VND","16,655 VND","16,373 VND","16,444 VND","13,075,342"
14/09/2023,"16,491 VND","16,796 VND","16,397 VND","16,397 VND","15,749,512"
15/09/2023,"16,491 VND","16,679 VND","16,397 VND","16,397 VND","17,338,742"
18/09/2023,"16,373 VND","16,444 VND","15,974 VND","16,021 VND","46,833,300"
19/09/2023,"16,115 VND","16,138 VND","15,880 VND","15,927 VND","33,281,440"
20/09/2023,"15,927 VND","16,209 VND","15,903 VND","16,138 VND","10,440,028"
21/09/2023,"16,138 VND","16,209 VND","15,974 VND","16,115 VND","13,999,664"
22/09/2023,"15,950 VND","16,091 VND","15,692 VND","15,974 VND","25,389,180"
25/09/2023,"15,974 VND","16,068 VND","15,387 VND","15,410 VND","10,305,156"
26/09/2023,"15,410 VND","15,504 VND","15,222 VND","15,222 VND","12,634,598"
27/09/2023,"15,152 VND","15,316 VND","15,152 VND","15,316 VND","8,001,624"
28/09/2023,"15,316 VND","15,927 VND","14,964 VND","15,809 VND","13,206,762"
29/09/2023,"15,739 VND","15,833 VND","15,551 VND","15,809 VND","6,190,240"
02/10/2023,"15,809 VND","15,809 VND","15,504 VND","15,575 VND","16,256,404"
03/10/2023,"15,457 VND","15,457 VND","14,987 VND","15,269 VND","17,575,800"
04/10/2023,"15,152 VND","15,340 VND","15,034 VND","15,152 VND","6,039,498"
05/10/2023,"15,199 VND","15,316 VND","14,940 VND","14,940 VND","13,368,200"
06/10/2023,"14,917 VND","15,152 VND","14,846 VND","15,058 VND","8,468,002"
09/10/2023,"15,081 VND","15,105 VND","14,987 VND","15,081 VND","8,904,000"
10/10/2023,"15,175 VND","15,340 VND","15,152 VND","15,269 VND","8,899,600"
11/10/2023,"15,340 VND","15,340 VND","15,175 VND","15,316 VND","10,199,400"
12/10/2023,"15,363 VND","15,434 VND","15,269 VND","15,269 VND","7,308,400"
13/10/2023,"15,222 VND","15,246 VND","15,034 VND","15,128 VND","5,134,200"
16/10/2023,"15,058 VND","15,175 VND","14,940 VND","14,940 VND","6,473,002"
17/10/2023,"15,011 VND","15,128 VND","14,917 VND","14,917 VND","7,383,800"
18/10/2023,"14,917 VND","14,940 VND","14,564 VND","14,682 VND","10,734,800"
19/10/2023,"14,682 VND","14,752 VND","14,400 VND","14,400 VND","9,288,200"
20/10/2023,"14,423 VND","14,752 VND","14,353 VND","14,611 VND","8,483,200"
23/10/2023,"14,611 VND","14,799 VND","14,329 VND","14,517 VND","15,524,800"
24/10/2023,"14,729 VND","14,940 VND","14,588 VND","14,729 VND","11,528,800"
25/10/2023,"14,658 VND","14,846 VND","14,658 VND","14,658 VND","4,845,600"
26/10/2023,"14,470 VND","14,541 VND","13,719 VND","14,001 VND","16,604,000"
27/10/2023,"14,095 VND","14,283 VND","13,672 VND","13,883 VND","15,112,064"
30/10/2023,"13,719 VND","13,742 VND","13,202 VND","13,202 VND","26,084,800"
31/10/2023,"13,249 VND","13,390 VND","12,779 VND","13,014 VND","14,292,800"
01/11/2023,"13,296 VND","13,366 VND","12,897 VND","13,249 VND","9,520,600"
02/11/2023,"13,531 VND","13,907 VND","13,390 VND","13,789 VND","9,511,800"
03/11/2023,"14,071 VND","14,564 VND","13,883 VND","14,564 VND","16,245,402"
06/11/2023,"14,470 VND","14,564 VND","14,236 VND","14,564 VND","7,102,802"
07/11/2023,"14,376 VND","14,541 VND","14,306 VND","14,376 VND","15,020,400"
08/11/2023,"14,376 VND","14,987 VND","14,189 VND","14,940 VND","8,360,800"
09/11/2023,"14,964 VND","15,011 VND","14,705 VND","14,799 VND","8,507,000"
10/11/2023,"14,658 VND","14,799 VND","14,423 VND","14,588 VND","11,308,600"
13/11/2023,"14,705 VND","14,705 VND","14,400 VND","14,517 VND","9,664,600"
14/11/2023,"14,635 VND","14,917 VND","14,517 VND","14,799 VND","17,727,402"
15/11/2023,"15,034 VND","15,128 VND","14,799 VND","14,823 VND","7,343,000"
16/11/2023,"14,799 VND","14,940 VND","14,799 VND","14,893 VND","17,575,800"
17/11/2023,"14,893 VND","15,011 VND","14,423 VND","14,635 VND","10,855,200"
20/11/2023,"14,329 VND","14,682 VND","14,306 VND","14,564 VND","19,512,800"
21/11/2023,"14,729 VND","14,729 VND","14,470 VND","14,470 VND","7,944,000"
22/11/2023,"14,517 VND","14,564 VND","14,400 VND","14,541 VND","14,572,400"
23/11/2023,"14,658 VND","14,705 VND","14,283 VND","14,283 VND","11,977,204"
24/11/2023,"14,259 VND","14,376 VND","13,836 VND","14,118 VND","41,065,200"
27/11/2023,"14,071 VND","14,071 VND","13,766 VND","13,766 VND","6,230,340"
28/11/2023,"13,766 VND","14,071 VND","13,531 VND","14,071 VND","68,507,400"
29/11/2023,"14,048 VND","14,236 VND","13,907 VND","14,048 VND","7,617,400"
30/11/2023,"13,977 VND","14,118 VND","13,860 VND","13,860 VND","43,003,320"
01/12/2023,"13,907 VND","14,024 VND","13,789 VND","13,977 VND","20,060,620"
04/12/2023,"14,001 VND","14,329 VND","14,001 VND","14,189 VND","47,062,000"
05/12/2023,"14,212 VND","14,236 VND","14,048 VND","14,118 VND","16,107,000"
06/12/2023,"14,095 VND","14,329 VND","14,095 VND","14,283 VND","73,262,000"
07/12/2023,"14,353 VND","14,588 VND","14,236 VND","14,494 VND","15,788,600"
08/12/2023,"14,494 VND","14,564 VND","14,376 VND","14,541 VND","64,160,560"
11/12/2023,"14,541 VND","14,564 VND","14,400 VND","14,494 VND","12,877,000"
12/12/2023,"14,494 VND","14,588 VND","14,447 VND","14,588 VND","77,335,400"
13/12/2023,"14,635 VND","14,635 VND","14,329 VND","14,329 VND","15,026,000"
14/12/2023,"14,470 VND","14,494 VND","14,353 VND","14,353 VND","43,614,400"
15/12/2023,"14,353 VND","14,470 VND","14,283 VND","14,376 VND","4,526,200"
18/12/2023,"14,376 VND","14,400 VND","14,118 VND","14,118 VND","54,014,000"
19/12/2023,"14,095 VND","14,376 VND","14,001 VND","14,376 VND","4,379,000"
20/12/2023,"14,236 VND","14,353 VND","14,165 VND","14,259 VND","19,060,044"
21/12/2023,"14,236 VND","14,400 VND","14,165 VND","14,400 VND","5,634,168"
22/12/2023,"14,329 VND","14,470 VND","14,306 VND","14,376 VND","12,224,600"
25/12/2023,"14,470 VND","14,564 VND","14,376 VND","14,541 VND","5,185,400"
26/12/2023,"14,494 VND","14,564 VND","14,447 VND","14,470 VND","9,623,916"
27/12/2023,"14,494 VND","14,635 VND","14,494 VND","14,494 VND","20,991,200"
28/12/2023,"14,517 VND","14,870 VND","14,517 VND","14,799 VND","17,428,800"
29/12/2023,"14,893 VND","15,011 VND","14,799 VND","14,940 VND","9,396,400"
02/01/2024,"14,987 VND","15,152 VND","14,940 VND","15,081 VND","19,350,202"
03/01/2024,"14,987 VND","15,316 VND","14,964 VND","15,316 VND","12,231,000"
04/01/2024,"15,316 VND","15,809 VND","15,293 VND","15,551 VND","24,997,800"
05/01/2024,"15,551 VND","15,692 VND","15,504 VND","15,598 VND","7,139,800"
08/01/2024,"15,739 VND","16,044 VND","15,668 VND","16,021 VND","24,867,600"
09/01/2024,"15,974 VND","16,209 VND","15,880 VND","16,209 VND","15,671,000"
10/01/2024,"16,232 VND","16,303 VND","16,091 VND","16,162 VND","14,949,600"
11/01/2024,"16,115 VND","16,256 VND","15,880 VND","16,044 VND","21,595,000"
12/01/2024,"15,903 VND","16,303 VND","15,762 VND","16,279 VND","23,973,600"
15/01/2024,"16,303 VND","16,350 VND","16,115 VND","16,115 VND","13,896,200"
16/01/2024,"16,021 VND","16,068 VND","15,880 VND","16,044 VND","12,925,800"
17/01/2024,"16,044 VND","16,279 VND","15,974 VND","15,997 VND","10,232,402"
18/01/2024,"16,091 VND","16,256 VND","15,997 VND","16,162 VND","12,470,800"
19/01/2024,"16,256 VND","16,514 VND","16,209 VND","16,420 VND","16,596,800"
22/01/2024,"16,585 VND","16,585 VND","16,303 VND","16,420 VND","11,511,800"
23/01/2024,"16,679 VND","16,913 VND","16,632 VND","16,655 VND","28,445,800"
24/01/2024,"16,561 VND","16,702 VND","16,561 VND","16,561 VND","8,206,000"
25/01/2024,"16,561 VND","16,561 VND","16,397 VND","16,444 VND","11,194,800"
26/01/2024,"16,467 VND","16,679 VND","16,444 VND","16,632 VND","7,004,400"
29/01/2024,"16,655 VND","16,749 VND","16,538 VND","16,561 VND","14,418,200"
30/01/2024,"16,491 VND","16,561 VND","16,303 VND","16,538 VND","11,647,600"
31/01/2024,"16,538 VND","16,561 VND","16,162 VND","16,232 VND","19,666,664"
01/02/2024,"16,185 VND","16,279 VND","15,974 VND","16,044 VND","21,848,200"
02/02/2024,"15,974 VND","16,185 VND","15,974 VND","16,044 VND","19,470,338"
05/02/2024,"16,185 VND","16,913 VND","16,162 VND","16,679 VND","20,177,800"
06/02/2024,"16,749 VND","17,007 VND","16,726 VND","16,749 VND","8,543,800"
07/02/2024,"16,820 VND","17,524 VND","16,820 VND","17,524 VND","25,044,400"
15/02/2024,"17,618 VND","18,299 VND","17,595 VND","18,041 VND","31,937,000"
16/02/2024,"18,088 VND","18,182 VND","17,806 VND","18,088 VND","16,837,660"
19/02/2024,"18,112 VND","18,346 VND","18,065 VND","18,276 VND","33,588,600"
20/02/2024,"18,229 VND","18,323 VND","18,088 VND","18,276 VND","24,592,400"
21/02/2024,"18,205 VND","18,487 VND","18,135 VND","18,323 VND","30,572,400"
22/02/2024,"18,323 VND","18,957 VND","18,299 VND","18,934 VND","25,506,400"
23/02/2024,"19,145 VND","19,897 VND","18,793 VND","18,840 VND","50,857,200"
26/02/2024,"18,887 VND","19,497 VND","18,887 VND","19,357 VND","25,951,600"
27/02/2024,"19,451 VND","19,709 VND","19,263 VND","19,709 VND","19,690,002"
28/02/2024,"19,756 VND","19,897 VND","19,521 VND","19,826 VND","16,835,200"
29/02/2024,"19,944 VND","19,944 VND","19,427 VND","19,826 VND","25,026,200"
01/03/2024,"19,591 VND","19,662 VND","19,380 VND","19,662 VND","25,380,200"
04/03/2024,"19,615 VND","19,826 VND","19,427 VND","19,662 VND","18,963,600"
05/03/2024,"19,638 VND","19,826 VND","19,451 VND","19,826 VND","17,091,000"
06/03/2024,"19,756 VND","20,437 VND","19,638 VND","20,085 VND","22,334,800"
07/03/2024,"20,132 VND","20,343 VND","19,920 VND","20,014 VND","15,973,200"
08/03/2024,"19,944 VND","20,014 VND","19,263 VND","19,263 VND","45,374,600"
11/03/2024,"19,216 VND","19,357 VND","18,746 VND","18,981 VND","22,763,200"
12/03/2024,"18,957 VND","19,404 VND","18,840 VND","19,357 VND","17,754,200"
13/03/2024,"19,357 VND","19,732 VND","19,239 VND","19,732 VND","40,743,600"
14/03/2024,"19,779 VND","19,779 VND","19,380 VND","19,451 VND","15,691,000"
15/03/2024,"19,380 VND","19,568 VND","18,981 VND","19,451 VND","15,081,600"
18/03/2024,"19,357 VND","19,357 VND","18,511 VND","18,840 VND","31,286,200"
19/03/2024,"18,887 VND","18,981 VND","18,605 VND","18,934 VND","11,887,800"
